q_num,category,text,option1,option2,option3,answer,q_chars,a_chars,tag,note
613,math,zero divided by one,0,1,3141592,0,19,1,Keep,
614,math,1+1+1x0,2,0,1,2,7,1,Keep,
615,math,"the number of letters in ""apple""",5,3,1976,5,32,1,Keep,
616,math,"the number of letters in ""four""",4,5,6,4,31,1,Keep,
617,math,2222+3333,5555,5550,5600,5555,9,4,Keep,
618,math,9.81+0.19,10,11,9.99,10,9,2,Keep,
619,math,4 followed by 0,40,2500,411,40,15,2,Keep,
620,math,9 followed by 1,91,929,199,91,15,2,Keep,
621,math,not an integer,3.4,34,4,3.4,14,3,Keep,
622,math,an integer,8,8.8,8.88,8,10,1,Keep,
623,math,square root of nine,3,81,9,3,19,1,Keep,
624,math,square root of four,2,1,4,2,19,1,Keep,
625,math,three squared plus four,13,9,18,13,23,2,Keep,
626,math,100 in roman numerals,c,k,x,c,21,1,Keep,
627,math,number system with a base of two,binary,decimal,hexadecimal,binary,32,6,Keep,
628,math,number system with a base of ten,decimal,binary,octal,decimal,32,7,Keep,
629,math,3 in base 2,11,33,44,11,11,2,Keep,
630,math,5 in base 2,101,112,1,101,11,3,Keep,
631,math,7 in base 8,7,16,66,7,11,1,Keep,
632,math,88 in base 4,1120,1234,22227,1120,12,4,Keep,
633,math,an octagon has ___ sides,8,4,16,8,24,1,Keep,
634,math,a square has ___ sides,4,3,5,4,22,1,Keep,
635,math,30 divided by 0.5,60,15,45,60,17,2,Keep,
636,math,100 divided by 0.8,125,180,60,125,18,3,Keep,
637,math,99 divided by 0.9,110,121,90,110,17,3,Keep,
638,math,1100 times 1.2,1320,990,1.32,1320,14,4,Keep,
639,math,a billion has ___ zeros,9,8,12,9,23,1,Keep,
640,math,a million has ___ zeros,6,9,12,6,23,1,Keep,
641,math,1+9+7+6,23,1977,19,23,7,2,Keep,
642,math,1+9+9+4,23,24,21,23,7,2,Keep,
643,math,1+9+8+0,18,16,27,18,7,2,Keep,
644,math,number of faces on a cube,6,9,12,6,25,1,Keep,
645,math,number of faces on a cylinder,3,1,271,3,29,1,Keep,
646,math,pi is a(n) ___ number,irrational,rational,delicious,irrational,21,10,Keep,
647,math,8/4/1/2,1,2,4,1,7,1,Keep,
648,math,16/4/2/1,2,4,8,2,8,1,Keep,
649,math,21+42-1,62,66,44,62,7,2,Keep,
650,math,1+2+3+4+5,15,10,21,15,9,2,Keep,
651,math,3-2+1-2+2,2,1,0,2,9,1,Keep,
652,math,4+4+5x0,8,13,18,8,7,1,Keep,
653,math,12+11+13,36,23,39,36,8,2,Keep,
654,math,4999.18-0.18,4999,5000,5001,4999,12,4,Keep,
655,math,seven plus eleven,18,117,19,18,17,2,Keep,
656,math,nine times nine plus eleven,92,100,99,92,27,2,Keep,
657,math,9x8x7x0-5,-5,0,75,-5,9,2,Keep,
658,math,two times zero plus one,1,12,3,1,23,1,Keep,
659,math,5+4+6+10,25,40,24,25,8,2,Keep,
660,math,1+2+4+8,15,13,17,15,7,2,Keep,
661,math,44+66,110,100,120,110,5,3,Keep,
662,math,77+23,100,90,93,100,5,3,Keep,
663,math,111+99,210,200,211,210,6,3,Keep,
664,math,square root of sixteen,4,8,2,4,22,1,Keep,
665,math,cube root of 64,4,16,8,4,15,1,Keep,
666,math,cube root of 125,5,25,15,5,16,1,Keep,
667,math,cube root of 27,3,9,27,3,15,1,Keep,
668,math,the number of months in six years,72,25,6,72,33,2,Keep,
669,math,the number of weeks in a month,4,52,7,4,30,1,Keep,
670,math,the number of days in a week,7,30,12,7,28,1,Keep,
671,math,the number of digits in 456,3,2,1,3,27,1,Keep,
672,math,the number of digits in 4.44,3,2,4,3,28,1,Keep,
673,math,half a dozen times eleven,66,121,77,66,25,2,Keep,
674,math,one less than two,1,3,21,1,17,1,Keep,
675,math,two more than one,3,6,1,3,17,1,Keep,
676,math,a number between 444 and 555,499,577,399,499,28,3,Keep,
677,math,a number between 195 and 333,330,388,169,330,28,3,Keep,
678,math,a number between 75 and 999999,100000,72,2566624,100000,30,6,Keep,
679,math,a number between 1 and 6,5,61,7,5,24,1,Keep,
680,math,a number between 4 and 5,4.5,5.4,3.4,4.5,24,3,Keep,
681,math,88/8/11,1,8,11,1,7,1,Keep,
682,math,25-5-5-5-5,5,0,15,5,10,1,Keep,
683,math,66-65+1x0,1,2,3,1,9,1,Keep,
684,math,51+51+49,151,153,147,151,8,3,Keep,
685,math,14+13+12+11,50,61,40,50,11,2,Keep,
686,math,661-444,217,127,227,217,7,3,Keep,
687,math,91+92-4,179,178,177,179,7,3,Keep,
688,math,911+118,1029,1119,1099,1029,7,4,Keep,
689,math,468+864,1332,1442,1342,1332,7,4,Keep,
690,math,77+99,176,117,177,176,5,3,Keep,
691,math,4.66+1.34,6,6.6,6.67,6,9,1,Keep,
692,math,2012-1982,30,:(,20,30,9,2,Keep,
693,math,99999+1,100000,10000,100001,100000,7,6,Keep,
694,math,16/4x1+1,5,6,7,5,8,1,Keep,
695,math,81+18,99,98,109,99,5,2,Keep,
696,math,the number of months in six months,6,42,12,6,34,1,Keep,
697,math,the average of 6 and 12,9,6,18,9,23,1,Keep,
698,math,"the average of 1, 2 and 3",2,6,3,2,25,1,Keep,
699,math,the average of 8 and 88,48,11,40,48,23,2,Keep,
700,math,the average of 1 and 99,50,49,48,50,23,2,Keep,
701,math,the average of 4 and 100,52,44,72,52,24,2,Keep,
702,math,the average of 2 and 12,7,5,6,7,23,1,Keep,
703,math,the average of 3 and 41,22,19,24,22,23,2,Keep,
704,math,the average of 802 and 208,505,355,555,505,26,3,Keep,
705,math,the average of 111 and 221,166,156,332,166,26,3,Keep,
706,math,five times four times five,100,80,60,100,26,3,Keep,
707,math,499+130,629,529,639,629,7,3,Keep,
708,math,3+3+13-1,18,21,24,18,8,2,Keep,
709,math,2/2/1/1,1,2,0.5,1,7,1,Keep,
710,math,3+1+4,8,9,10,8,5,1,Keep,
711,math,8+5+7-11,9,11,33,9,8,1,Keep,
712,math,4200/300,14,140,144,14,8,2,Keep,
713,math,negative nine plus nineteen,10,9,19,10,27,2,Keep,
714,math,the number of fingers on four hands,20,44,60,20,35,2,Keep,
715,math,negative three squared,9,-3,0,9,22,1,Keep,
716,math,one plus another one,2,1,0,2,20,1,Keep,
717,math,ten divided by half,20,10,0,20,19,2,Keep,
718,math,33/1.1,30,36,11,30,6,2,Keep,
719,math,422+42+4.2,468.2,466.2,486.2,468.2,10,5,Keep,
720,math,10-99-1+100,10,11,89,10,11,2,Keep,
721,math,10-9+8-7,2,0,-2,2,8,1,Keep,
722,math,1.11x300,333,311,133,333,8,3,Keep,
723,math,giga stands for,1 billion,1 million,100 million,1 billion,15,9,Keep,
724,math,total interior angles of a triangle,180,360,270,180,35,3,Keep,
725,math,total interior angles of a square,360,180,480,360,33,3,Keep,
726,math,1 times 2 times 4 times 3,24,12,16,24,25,2,Keep,
727,math,30 multiplied by 0.3,9,90,18,9,20,1,Keep,
728,math,55/11/2x2,5,5.5,11,5,9,1,Keep,
729,math,888-444-44,400,440,396,400,10,3,Keep,
730,math,412+214-1,625,445,665,625,9,3,Keep,
731,math,4.1111-1,3.1111,3.1,4.1111,3.1111,8,6,Keep,
732,math,"the number of letters in ""five""",4,5,9,4,31,1,Keep,
733,math,remainder of 10 divided by 8,2,1,1.25,2,28,1,Keep,
734,math,remainder of 55 divided by 6,1,5,3,1,28,1,Keep,
735,math,remainder of 22 divided by 11,0,2,1,0,29,1,Keep,
736,math,remainder of 99 divided by 44,11,2,5,11,29,2,Keep,
737,math,remainder of 99 divided by 97,2,1,98,2,29,1,Keep,
738,math,Twenty percent of twenty,4,5,10,4,24,1,Keep,
739,math,Forty five percent of 200,90,180,120,90,25,2,Keep,
740,math,33% of 1500,495,500,455,495,11,3,Keep,
741,math,81% of 200,162,188,119,162,10,3,Keep,
742,math,110% of 110,121,111,132,121,11,3,Keep,
743,math,1/(1x2/2),1,2,0,1,9,1,Keep,
744,math,Sixty one percent of one,0.61,6.1,0.39,0.61,24,4,Keep,
745,math,8 is the square root of ___,64,4,72,64,27,2,Keep,
746,math,13 is the square root of ___,169,39,139,169,28,3,Keep,
747,math,6 is the cube root of ___,216,96,36,216,25,3,Keep,
748,math,779-(-4/2),781,777,333,781,10,3,Keep,
749,math,the first number after one,2,3,5,2,26,1,Keep,
750,math,33 times 0.30,9.9,11,10,9.9,13,3,Keep,
751,math,67.33+33.67,101,110,100,101,11,3,Keep,
752,math,44-22-11+33,44,33,55,44,11,2,Keep,
753,math,12 multiplied by itself,144,124,132,144,23,3,Keep,
754,math,66246 divided by itself,1,33123,2,1,23,1,Keep,
755,math,5=3+1+___,1,5,0,1,9,1,Keep,
756,math,10+9+8-7,20,11,21,20,8,2,Keep,
757,math,74+19,93,91,97,93,5,2,Keep,
758,math,5-2-3-4+6,2,0,8,2,9,1,Keep,
759,math,two minus two hundred,-198,202,198,-198,21,4,Keep,
760,math,99/33/3/2,0.5,1,1.5,0.5,9,3,Keep,
761,math,fifteen squared,225,175,75,225,15,3,Keep,
762,math,3333/2,1666.5,1665.5,1666.6,1666.5,6,6,Keep,
763,math,eleven times thirteen,143,131,123,143,21,3,Keep,
764,math,84+333,417,447,397,417,6,3,Keep,
765,math,(8.1-0.1)x2,16,16.2,4.4,16,11,2,Keep,
766,math,"the number of letters in ""alphabet""",8,29,7,8,35,1,Keep,
767,math,negative seventeen squared,289,-34,249,289,26,3,Keep,
768,math,four times cube root of 64,16,8,4,16,26,2,Keep,
769,math,996/4,249,224,199,249,5,3,Keep,
770,math,a number between 55.6 and 55.7,55.69,55.71,5.563,55.69,30,5,Keep,
771,math,your age plus 16.7 minus your age,16.7,0,-16.7,16.7,33,4,Keep,
772,math,808+1200,2008,2208,2088,2008,8,4,Keep,
773,math,absolute value of 99,99,-99,0,99,20,2,Keep,
774,math,absolute value of -0.8,0.8,8,-0.8,0.8,22,3,Keep,
775,math,125/86x43/0.5,125,1,250,125,13,3,Keep,
776,math,the number of weeks in a day,1/7,7,0.15,1/7,28,3,Keep,
777,math,Fifty two plus five squared,77,57,75,77,27,2,Keep,
778,math,smaller than the others,199+44,1999-555,101+200,199+44,23,6,Keep,
779,math,smaller than the others,555-505,155-55,55.55,555-505,23,7,Keep,
780,math,larger than the others,2,543-544,3/4+1,2,22,1,Keep,
781,geography,Norwegian flag has this color,blue,green,black,blue,29,4,Keep,
782,geography,Turkish flag has this color,red,blue,turquoise,red,27,3,Keep,
783,geography,Ukranian flag has this color,blue,red,orange,blue,28,4,Light edit,"concept-replace: prompt ""Ukranian flag has this color"" → ""Peru flag has this color"" (avoid third Ukrainian-flag question — Q799 still covers Ukraine; CD voice call); options red/blue/green; answer red"
784,geography,Canadian flag has this color,red,yellow,blue,red,28,3,Keep,
785,geography,Brazilian flag has this color,blue,red,white,blue,29,4,Keep,
786,geography,Chinese flag has this color,red,magenta,orange,red,27,3,Keep,
787,geography,Nigerian flag has this color,green,yellow,black,green,28,5,Keep,
788,geography,Russian flag has this color,white,yellow,green,white,27,5,Keep,
789,geography,Polish flag has this color,red,blue,green,red,26,3,Keep,
790,geography,Tunisian flag has this symbol,crescent,cross,sun,crescent,29,8,Keep,
791,geography,Uruguayan flag has this symbol,sun,cross,asteroid,sun,30,3,Keep,
792,geography,Guatemalan flag has this symbol,bird,bear,bison,bird,31,4,Keep,
793,geography,Angolan flag has this symbol,machete,bird,dinosaur,machete,28,7,Keep,
794,geography,Greek flag has this symbol,cross,branch,ipad,cross,26,5,Keep,
795,geography,Azerbaijani flag has this symbol,star,bird,shield,star,32,4,Keep,
796,geography,Turkish flag has this symbol,star,lion,dragon,star,28,4,Keep,
797,geography,Bhutanese flag has this symbol,dragon,eagle,shield,dragon,30,6,Keep,
798,geography,German flag has ___,3 colors,2 colors,13 colors,3 colors,19,8,Keep,
799,geography,Ukranian flag has ___,2 colors,3 colors,4 colors,2 colors,21,8,Light edit,"typo: prompt ""Ukranian"" → ""Ukrainian"""
800,geography,South Korean flag has ___,4 colors,3 colors,42 colors,4 colors,25,8,Keep,
801,geography,a neighbor of France,Switzerland,Portugal,Austria,Switzerland,20,11,Keep,
802,geography,a neighbor of Austria,Hungary,Belgium,USA,Hungary,21,7,Keep,
803,geography,a neighbor of Bulgaria,Turkey,Ukraine,China,Turkey,22,6,Keep,
804,geography,a neighbor of Turkey,Greece,Turkmenistan,India,Greece,20,6,Keep,
805,geography,a neighbor of Chile,Bolivia,Paraguay,Kazakhstan,Bolivia,19,7,Keep,
806,geography,a neighbor of Malaysia,Thailand,New Zealand,China,Thailand,22,8,Keep,
807,geography,a neighbor of South Africa,Zimbabwe,Angola,Mars,Zimbabwe,26,8,Keep,
808,geography,a neighbor of Libya,Sudan,Israel,Finland,Sudan,19,5,Keep,
809,geography,a neighbor of Oman,Yemen,Iraq,Japan,Yemen,18,5,Keep,
810,geography,a neighbor of Estonia,Latvia,Lithuania,Brazil,Latvia,21,6,Keep,
811,geography,a neighbor of Kazakhstan,China,Vatican,Iran,China,24,5,Keep,
812,geography,a neighbor of Sudan,Egypt,Nigeria,Morocco,Egypt,19,5,Keep,
813,geography,a neighbor of Israel,Syria,Iraq,Italy,Syria,20,5,Keep,
814,geography,a neighbor of Pakistan,Iran,Russua,Kazakhstan,Iran,22,4,Light edit,"typo: distractor option2 ""Russua"" → ""Russia"""
815,geography,a neighbor of Bangladesh,India,Pakistan,Indonesia,India,24,5,Keep,
816,geography,not a neighbor of Paraguay,Narnia,Argentina,Brazil,Narnia,26,6,Keep,
817,geography,not a neighbor of Norway,South Africa,Russia,Sweden,South Africa,24,12,Keep,
818,geography,not a neighbor of Peru,Paraguay,Chile,Colombia,Paraguay,22,8,Keep,
819,geography,not a neighbor of Spain,Sweden,Portugal,France,Sweden,23,6,Keep,
820,geography,Buckingham Palace is in,London,Manchester,Liverpool,London,23,6,Keep,
821,geography,the capital of Malta,Valetta,Martha,Rohan,Valetta,20,7,Light edit,"typo: answer ""Valetta"" → ""Valletta"" (Malta capital, two L's)"
822,geography,the capital of Ecuador,Quito,Texas,Manta,Quito,22,5,Keep,
823,geography,the capital of Kenya,Nairobi,Niobe,Mombasa,Nairobi,20,7,Keep,
824,geography,the capital of Finland,Helsinki,Thor,Turku,Helsinki,22,8,Keep,
825,geography,the capital of Italy,Rome,Monte Carlo,Madrid,Rome,20,4,Keep,
826,geography,the capital of China,Beijing,Tokyo,Jackie Chan,Beijing,20,7,Keep,
827,geography,the capital of Turkey,Ankara,Istanbul,Athens,Ankara,21,6,Keep,
828,geography,the capital of Austria,Vienna,Venice,Vancouver,Vienna,22,6,Keep,
829,geography,the capital of Argentina,Buenos Aires,Santiago,Kiwingston,Buenos Aires,24,12,Keep,
830,geography,currency of Estonia,Euro,Lira,Peipa,Euro,19,4,Keep,
831,geography,the largest ocean,Pacific,Atlantic,Indian,Pacific,17,7,Keep,
832,geography,the Thames flows through,London,Paris,Belgrade,London,24,6,Keep,
833,geography,the smallest ocean,Arctic,Indian,Southern,Arctic,18,6,Keep,
834,geography,largest country by area,Russia,China,Canada,Russia,23,6,Keep,
835,geography,smallest country by area,Vatican,Monaco,Narnia,Vatican,24,7,Keep,
836,geography,third highest mountain in the world,Kangchenjunga,Himalchuli,Heibro,Kangchenjunga,35,13,Keep,
837,geography,the national internet domain is .al,Albania,Alabama,Algeria,Albania,35,7,Keep,
838,geography,the national internet domain is .ch,Switzerland,China,Chihuahua,Switzerland,35,11,Keep,
839,geography,the national internet domain is .es,Spain,Estonia,Sparta,Spain,35,5,Keep,
840,geography,the internet domain of Finland,.fi,.fin,.fnd,.fi,30,3,Keep,
841,geography,the internet domain of South africa,.za,.ya,.so,.za,35,3,Light edit,"capitalization: prompt ""South africa"" → ""South Africa"" (proper noun)"
842,geography,the internet domain of Portugal,.pt,.pg,.por,.pt,31,3,Keep,
843,geography,the internet domain of Indonesia,.id,.in,.io,.id,32,3,Keep,
844,geography,Great Victoria Desert is in,Australia,Russia,Tatooine,Australia,27,9,Keep,
845,geography,Karakum Desert is in,Turkmenistan,Uzbekistan,Kurast,Turkmenistan,20,12,Keep,
846,geography,Simpson Desert is in,Australia,Russia,Canada,Australia,20,9,Keep,
847,geography,Bhutan is in ___,Asia,Africa,another castle,Asia,16,4,Keep,
848,geography,Madagascar is ___,an island,a city,a continent,an island,17,9,Keep,
849,geography,Not a city in Russia,Anton,Kazan,St. Petersburg,Anton,20,5,Keep,
850,geography,Volga River flows through,Russia,Sweden,Italy,Russia,25,6,Keep,
851,geography,a city in Russia,Kazan,Iratsburg,Kunayeville,Kazan,16,5,Keep,
852,geography,a country in Africa,Chad,Matt,Smith,Chad,19,4,Keep,
853,geography,a country in South America,Suriname,Burundi,Andorra,Suriname,26,8,Keep,
854,geography,a country in Asia,Jordan,Ukraine,Suriname,Jordan,17,6,Keep,
855,geography,not a country in Europe,Angola,Malta,Albania,Angola,23,6,Keep,
856,geography,the larger country by area,Canada,China,Brazil,Canada,26,6,Keep,
857,geography,the smaller country by area,India,Australia,Brazil,India,27,5,Keep,
858,geography,an archipelago country,Phillipines,Nicaragua,Serbia,Phillipines,22,11,Light edit,"typo: answer ""Phillipines"" → ""Philippines"" (one L, two P's)"
859,geography,chain or cluster of islands,archipelago,megalopolis,aquifer,archipelago,27,11,Keep,
860,geography,a landlocked country,Bhutan,Germany,Mexico,Bhutan,20,6,Keep,
861,geography,not a landlocked country,Romania,Hungary,Armenia,Romania,24,7,Keep,
862,geography,closest to the equator,India,Italy,Egypt,India,22,5,Keep,
863,geography,34th parallel north passes through ___,Japan,Russia,Australia,Japan,38,5,Keep,
864,geography,24th parallel south passes through ___,Australia,Russia,France,Australia,38,9,Keep,
865,geography,11th parallel north passes through ___,Colombia,Russia,South Korea,Colombia,38,8,Keep,
866,geography,55th meridian west passes through ___,Brazil,Peru,USA,Brazil,37,6,Keep,
867,geography,114th meridian east passes through ___,Indonesia,Pakistan,Japan,Indonesia,38,9,Keep,
868,geography,the equator passes through ___,Argentina,USA,Paraguay,Argentina,30,9,Light edit,"concept-replace: equator does NOT pass through Argentina — answer ""Argentina"" → ""Brazil""; distractor option3 ""Paraguay"" → ""Argentina"" (clean north-of/south-of distractor pair)"
869,geography,1988 Olympic Games host city,Seoul,Atlanta,Mexico City,Seoul,28,5,Keep,
870,geography,not an Olympic Games host city,Gotham,Athens,Amsterdam,Gotham,30,6,Keep,
871,geography,Machu Picchu is located in ___,Peru,Colombia,Paraguay,Peru,30,4,Keep,
872,geography,a type of dog breed,Newfoundland,Chikita,Skubi,Newfoundland,19,12,Keep,
873,geography,population is more than 10 million,Istanbul,Switzerland,Chicago,Istanbul,34,8,Keep,
874,geography,population is more than 9 million,Belgium,Swizterland,Denmark,Belgium,33,7,Light edit,"typo: distractor option2 ""Swizterland"" → ""Switzerland"""
875,geography,population is less than 33 million,Texas,Turkey,Tanzania,Texas,34,5,Keep,
876,geography,the capital of Venezuela,Caracas,Maracaibo,Maracay,Caracas,24,7,Keep,
877,geography,the city further north,Rome,Cairo,Istanbul,Rome,22,4,Keep,
878,geography,the city further south,Osaka,Seoul,Tokyo,Osaka,22,5,Keep,
879,geography,larger state by area,Wyoming,Utah,Nebraska,Wyoming,20,7,Keep,
880,geography,larger state by population,Florida,Illinois,North Dakota,Florida,26,7,Keep,
881,geography,city further north,Dakar,Kuala Lumpur,Bogota,Dakar,18,5,Keep,
882,geography,city further south,Bangkok,Dubai,Cancun,Bangkok,18,7,Keep,
883,geography,larger country by population,Indonesia,Malaysia,Canada,Indonesia,28,9,Keep,
884,geography,smaller country by population,Norway,Spain,Italy,Norway,29,6,Keep,
885,geography,smaller country by area,Portugal,USA,Argentina,Portugal,23,8,Keep,
886,geography,smaller country by population,Israel,Kazakhstan,Vietnam,Israel,29,6,Keep,
887,geography,"""Live free or die"" on the license plate",New Hampshire,Montana,Texas,New Hampshire,39,13,Keep,
888,geography,Grand Canyon is in ___,Arizona,Colorado,New Hampshire,Arizona,22,7,Keep,
889,geography,Hagia Sofia is in ___,Istanbul,Athens,Budapest,Istanbul,21,8,Light edit,"standard spelling: prompt ""Hagia Sofia"" → ""Hagia Sophia"" (UNESCO/scholarly standard)"
890,geography,Waikiki Beach is in ___,Honolulu,Kingston,San Juan,Honolulu,23,8,Keep,
891,geography,not a city in Canada,Sorritown,Hamilton,Calgary,Sorritown,20,9,Keep,
892,geography,the city further south,Toronto,Calgary,Montreal,Toronto,22,7,Keep,
893,geography,not a member of the European Union,Switzerland,Latvia,Sweden,Switzerland,34,11,Keep,
894,geography,a member of the European Union,Denmark,Switzerland,Dizniland,Denmark,30,7,Keep,
895,geography,the Nile does not flow through ___,Chad,Uganda,Sudan,Chad,34,4,Keep,
896,geography,the Nile flows through ___,Uganda,Libya,Algeria,Uganda,26,6,Keep,
897,geography,the Appalachian Mountains are in ___,USA,Italy,Scotland,USA,36,3,Keep,
898,geography,the capital of Ireland,Dublin,Galway,Edinburgh,Dublin,22,6,Keep,
899,geography,knife of the Gurkhas,Kirku,Hancer,Blaid,Kirku,20,5,Light edit,"typo: answer ""Kirku"" → ""Kukri"" (Gurkha knife is the kukri)"
900,geography,Singapore's population is less than ___,10 million,1 million,500,10 million,39,10,Keep,
901,geography,Palace of Versailles is in ___,France,Austria,Vatican,France,30,6,Keep,
902,geography,CN Tower is in ___,Toronto,Chicago,Seattle,Toronto,18,7,Keep,
903,geography,Harvard University is in ___,Cambridge,Oxford,Wadev,Cambridge,28,9,Keep,
904,geography,Dartmouth College is in ___,Hanover,Norwich,Gog Reen,Hanover,27,7,Keep,
905,geography,University of Chicago is in ___,Chicago,Helsinki,Siberia,Chicago,31,7,Keep,
906,geography,UCLA is in ___,LA,UC,CL,LA,14,2,Keep,
907,geography,Dubrovnik is in ___,Croatia,Serbia,Ukraine,Croatia,19,7,Keep,
908,geography,Adriatic Sea cost runs along ___,Slovenia,Germany,Russia,Slovenia,32,8,Keep,
909,geography,Indonesia's population is more than ___,859,786 million,364 million,859,39,3,Keep,
910,geography,highest mountain in France,Mont Blanc,Mont Rouge,Mont Grand,Mont Blanc,26,10,Keep,
911,geography,larger than Australia by area,Brazil,India,Germany,Brazil,29,6,Keep,
912,geography,a state in the USA,New Mexico,West Ohio,New Amsterdam,New Mexico,18,10,Keep,
913,geography,a city in Kazakhstan,Almaty,Irat,Joshqun,Almaty,20,6,Keep,
914,geography,a city in France,Lyon,London,Cann,Lyon,16,4,Keep,
915,geography,a city in Germany,Dortmund,Borussia,Duisden,Dortmund,17,8,Keep,
916,geography,a city in Greece,Patras,Hellas,Fellas,Patras,16,6,Keep,
917,geography,a city in Morocco,Casablanca,Babol,Tabar,Casablanca,17,10,Keep,
918,geography,a city in Canada,Edmonton,Burton,Sincity,Edmonton,16,8,Keep,
919,geography,a city in England,Liverpool,Omaha,Newland,Liverpool,17,9,Keep,
920,geography,a city in Sweden,Gothenburg,Malmsteen,Yngkorrkt,Gothenburg,16,10,Keep,
921,geography,a city in Finland,Turku,Takla,Tilki,Turku,17,5,Keep,
922,geography,Caspian Sea doesn't border ___,China,Azerbaijan,Russia,China,30,5,Keep,
923,geography,a neighbor of Armenia,Georgia,Carolina,Florida,Georgia,21,7,Keep,
924,geography,Sears Tower is in ___,Chicago,Toronto,Miami,Chicago,21,7,Light edit,"already-effected change (ruling #14): prompt ""Sears Tower"" → ""Willis Tower"" (renamed 2009; same answer Chicago)"
925,geography,Arc de Triomphe is in ___,Paris,Lyon,Brussels,Paris,25,5,Keep,
926,geography,Palazzo Vecchio is in ___,Florence,Rome,Milan,Florence,25,8,Keep,
927,geography,Sydney Opera House is in ___,Sydney,Syndey,Sydeny,Sydney,28,6,Keep,
928,geography,a city in the northern hemisphere,Beijing,Sydney,Cape Town,Beijing,33,7,Keep,
929,geography,a city in the southern hemisphere,Buenos Aires,Dakar,Seoul,Buenos Aires,33,12,Keep,
930,geography,not in the northern hemisphere,Paraguay,France,Egypt,Paraguay,30,8,Keep,
931,geography,the larger city by population,Mexico City,Istanbul,Osaka,Mexico City,29,11,Keep,
932,geography,the smaller city by population,Norway,Spain,Italy,Norway,30,6,Light edit,"prompt clarification: ""the smaller city by population"" → ""the smaller country by population"" (options Norway/Spain/Italy are countries not cities; matches Q884 — duplicate accepted by CD)"
933,geography,a country in the Northern Hemisphere,Egypt,South Africa,Uruguay,Egypt,36,5,Keep,
934,geography,a country in the Southern Hemisphere,Zambia,Tunisia,Morocco,Zambia,36,6,Keep,
935,geography,Mount Everest is located in ___,China,Russia,India,China,31,5,Light edit,"concept-replace: prompt ""Mount Everest is located in ___"" → ""Everest is in the ___ mountain range"" (avoids China-vs-Nepal disputed-summit ambiguity); answer ""China"" → ""Himalayas""; distractors ""Russia""/""India"" → ""Rocky""/""Alps"""
936,geography,not a city in Europe,Port Elizabeth,Tirana,Lyon,Port Elizabeth,20,14,Keep,
937,geography,not a city in Asia,Belgrade,Osaka,Baghdad,Belgrade,18,8,Keep,
938,geography,a city in Northern America,Tijuana,Newshire,Pelwood,Tijuana,26,7,Keep,
939,geography,a city in Europe,Paris,France,Argentina,Paris,16,5,Keep,
940,geography,the largest continent,Asia,America,Africa,Asia,21,4,Keep,
941,geography,larger country by population,Brazil,Russia,Japan,Brazil,28,6,Keep,
942,people,he cut Van Gogh's ear,Van Gogh,E. Scissorhands,P. Gaugin,Van Gogh,21,8,Light edit,"typo: distractor option3 ""P. Gaugin"" → ""P. Gauguin"""
943,people,"""cogito ergo sum""",Descartes,Leibniz,Shakespeare,Descartes,17,9,Keep,
944,people,painted the Sistine Chapel,Michelangelo,Donatello,Splinter,Michelangelo,26,12,Keep,
945,people,Wolfgang ___ Mozart,amadeus,theo,constanze,amadeus,19,7,Light edit,"capitalization: answer ""amadeus"" → ""Amadeus"" (proper noun, middle name)"
946,people,painted Mona Lisa,Leonardo da Vinci,Michelangelo,Rene Magritte,Leonardo da Vinci,17,17,Keep,
947,people,painted The Last Supper,Leonardo da Vinci,Pablo Picasso,Claude Monet,Leonardo da Vinci,23,17,Keep,
948,people,painted Girl with a Pearl Earring,Johannes Vermeer,Rene Magritte,Edouard Manet,Johannes Vermeer,33,16,Keep,
949,people,painted American Gothic,Grant Wood,Jackson Pollock,Homer Simpson,Grant Wood,23,10,Keep,
950,people,painted The Scream,Edvard Munch,Wes Craven,Jackson Pollock,Edvard Munch,18,12,Keep,
951,people,former Chicago Bulls player,Jerry Sloan,Karl Malone,John Stockton,Jerry Sloan,27,11,Keep,
952,people,founder of Louis Vuitton,Louis Vuitton,Coco de Gabbana,Pepe LePeu,Louis Vuitton,24,13,Keep,
953,people,French haute couture fashion designer,Jean Paul Gaultier,Anna Wintour,Domenico Dolce,Jean Paul Gaultier,37,18,Light edit,"punctuation: answer ""Jean Paul Gaultier"" → ""Jean-Paul Gaultier"" (canonical hyphenation, same as Q556 Jay-Z)"
954,people,chess legend with no defeats against AI,Bobby Fischer,Garry Kasparov,Joseph Saddler,Bobby Fischer,39,13,Keep,
955,people,former British Prime Minister,Margaret Thatcher,Tony Blare,Gordon Cameron,Margaret Thatcher,29,17,Keep,
956,people,American actress with no Oscars,Marilyn Monroe,Helen Mirren,Meryl Streep,Marilyn Monroe,31,14,Keep,
957,people,Renaissance astronomer,Copernicus,Isaac Newton,Leonardo DiCaprio,Copernicus,22,10,Keep,
958,people,South Korean football player,Park Ji-sung,Park Sun Jae,Ji-Soo Kwon,Park Ji-sung,28,12,Keep,
959,people,American skater,Rodney Mullen,Tony Eagle,John Eagleflag,Rodney Mullen,15,13,Keep,
960,people,Muhammad Ali's first defeat was vs. ___,Joe Fraizer,George Foreman,Floyd Patterson,Joe Fraizer,39,11,Light edit,"typo: answer ""Joe Fraizer"" → ""Joe Frazier"""
961,people,founded Ford Motor Company,Henry Ford,Henry Fonda,Tom Ford,Henry Ford,26,10,Keep,
